	score	num
SARNP	254	4
SARS	624	16
SARS2	427	16
SART1	604	12
SART3	365	6
SASH1	461	24
SASH3	423	44
SASS6	263	8
SAT1	908	18
SAT2	903	8
SATB1	489	32
SATB2	599	38
SATL1	196	6
SAV1	916	12
SBDS	346	10
SBF1	190	4
SBF2	386	6
SBNO1	315	4
SBNO2	691	16
SBSN	163	2
SBSPON	900	4
SCAF1	212	4
SCAF11	381	8
SCAF8	185	8
SCAI	198	6
SCAMP2	251	6
SCAMP3	295	8
SCAMP4	269	4
SCAMP5	307	14
SCAND1	832	14
SCAP	660	36
SCARA3	277	16
SCARA5	494	10
SCARB1	900	80
SCARB2	967	54
SCARF1	700	24
SCARF2	330	6
SCCPDH	901	16
SCD	802	76
SCD5	598	44
SCEL	382	10
SCFD1	424	12
SCFD2	426	8
SCG2	910	42
SCG3	926	30
SCG5	378	34
SCGB1A1	445	46
SCGB2A1	311	14
SCGB2A2	355	4
SCGB3A1	388	8
SCGB3A2	299	14
SCGN	436	36
SCHIP1	247	6
SCIN	227	6
SCLT1	360	6
SCLY	475	12
SCMH1	167	4
SCML1	219	4
SCML2	167	4
SCML4	159	2
SCN10A	724	32
SCN11A	422	12
SCN1A	548	56
SCN1B	492	10
SCN2A	813	70
SCN2B	369	22
SCN3A	821	28
SCN3B	441	26
SCN4A	422	46
SCN4B	256	20
SCN5A	542	46
SCN7A	209	6
SCN8A	736	36
SCN9A	825	36
SCNN1A	585	30
SCNN1B	590	20
SCNN1D	186	4
SCNN1G	678	44
SCO1	407	18
SCO2	493	24
SCOC	161	2
SCP2	906	24
SCPEP1	850	20
SCRG1	257	10
SCRIB	408	18
SCRN1	283	12
SCRN2	175	2
SCRT1	393	24
SCRT2	402	8
SCT	956	22
SCTR	960	10
SCUBE1	320	14
SCUBE2	470	18
SCUBE3	449	8
SCYL1	388	10
SCYL2	539	6
SCYL3	191	6
SDC1	935	90
SDC2	954	50
SDC3	935	32
SDC4	935	50
SDCBP	903	40
SDCCAG3	294	14
SDCCAG8	167	4
SDF2	173	4
SDF2L1	157	6
SDF4	523	50
SDHA	800	60
SDHAF1	295	2
SDHAF2	315	10
SDHB	704	72
SDHC	797	92
SDHD	370	22
SDK1	308	8
SDK2	202	14
SDPR	250	14
SDR16C5	221	4
SDR39U1	285	6
SDR42E1	509	12
SDR42E2	468	8
SDR9C7	167	2
SDS	315	18
SDSL	329	20
SEBOX	227	8
SEC11A	256	16
SEC11C	398	44
SEC13	900	18
SEC14L1	355	14
SEC14L2	757	10
SEC14L3	227	6
SEC14L4	224	2
SEC14L5	271	8
SEC14L6	224	2
SEC16A	332	8
SEC16B	557	6
SEC22A	278	8
SEC22B	401	12
SEC22C	455	12
SEC23A	900	22
SEC23B	802	16
SEC23IP	239	8
SEC24A	900	14
SEC24B	900	8
SEC24C	902	14
SEC24D	900	18
SEC31A	900	14
SEC31B	189	2
SEC61A1	528	40
SEC61A2	380	26
SEC61B	405	16
SEC61G	428	18
SEC62	212	8
SEC63	231	12
SECISBP2	209	4
SECISBP2L	267	12
SECTM1	279	6
SEH1L	641	12
SEL1L	920	28
SELE	933	110
SELENBP1	388	18
SELK	183	2
SELL	794	98
SELP	761	98
SELPLG	555	48
SELT	185	4
SEMA3A	967	62
SEMA3B	648	42
SEMA3C	607	44
SEMA3D	625	38
SEMA3E	640	28
SEMA3F	788	44
SEMA3G	600	32
SEMA4A	599	40
SEMA4B	601	34
SEMA4C	601	30
SEMA4D	600	40
SEMA4F	571	50
SEMA4G	667	28
SEMA5A	904	52
SEMA5B	901	32
SEMA6A	613	46
SEMA6B	635	28
SEMA6C	601	40
SEMA6D	937	42
SEMA7A	599	50
SEMG1	957	10
SEMG2	398	4
SENP1	466	30
SENP2	196	8
SENP3	905	8
SENP5	379	6
SENP6	384	8
SENP7	264	8
SENP8	245	6
SEPHS1	224	6
SEPHS2	224	6
SEPN1	170	2
SEPP1	368	44
SEPSECS	301	12
SEPW1	187	6
SERBP1	268	20
SERF1A	442	6
SERF1B	442	6
SERF2	265	4
SERGEF	199	8
SERINC1	386	6
SERINC2	189	4
SERINC3	382	6
SERINC4	345	2
SERINC5	181	4
SERP1	576	12
SERP2	226	8
SERPINA1	992	120
SERPINA10	908	26
SERPINA11	299	12
SERPINA12	566	24
SERPINA4	597	52
SERPINA5	690	44
SERPINA6	618	42
SERPINA7	480	44
SERPINA9	650	10
SERPINB1	554	36
SERPINB10	298	12
SERPINB11	459	14
SERPINB12	431	18
SERPINB13	249	12
SERPINB2	988	62
SERPINB3	916	50
SERPINB4	313	22
SERPINB5	718	66
SERPINB6	942	42
SERPINB7	626	50
SERPINB8	917	40
SERPINB9	408	42
SERPINC1	973	78
SERPIND1	934	44
SERPINE1	999	120
SERPINE2	986	68
SERPINE3	198	4
SERPINF1	819	58
SERPINF2	980	62
SERPING1	969	50
SERPINH1	567	50
SERPINI1	740	38
SERPINI2	545	4
SERTAD1	311	4
SERTAD2	197	2
SERTAD3	453	4
SESN1	440	22
SESN2	658	34
SESN3	363	10
SESTD1	266	6
SET	920	38
SETD1A	611	42
SETD1B	548	22
SETD2	455	56
SETD3	462	10
SETD4	295	10
SETD5	361	8
SETD6	242	4
SETD7	566	46
SETD8	805	32
SETD9	186	2
SETDB1	928	40
SETDB2	237	24
SETMAR	429	20
SETX	465	38
SEZ6	444	16
SEZ6L	475	26
SF1	392	16
SF3A1	269	12
SF3A2	298	8
SF3A3	204	4
SF3B1	901	10
SF3B2	226	12
SF3B3	297	8
SF3B4	405	6
SF3B5	285	6
SFI1	237	4
SFMBT1	238	12
SFMBT2	309	14
SFN	940	60
SFPQ	496	24
SFRP1	503	52
SFRP2	441	38
SFRP4	401	34
SFRP5	386	34
SFSWAP	610	6
SFT2D3	266	4
SFTPA1	469	28
SFTPA2	379	30
SFTPB	284	44
SFTPC	311	42
SFTPD	545	36
SFXN1	402	6
SFXN2	263	2
SFXN3	309	6
SFXN5	175	4
SGCA	370	16
SGCB	323	4
SGCD	391	24
SGCE	538	18
SGCG	338	16
SGCZ	267	4
SGIP1	935	22
SGK1	934	74
SGK2	396	22
SGK223	239	18
SGK3	676	30
SGK494	329	30
SGMS1	900	14
SGMS2	311	12
SGOL1	372	6
SGOL2	367	2
SGPL1	557	24
SGPP1	239	10
SGPP2	299	12
SGSH	479	16
SGSM1	216	8
SGSM2	181	4
SGSM3	298	8
SGTA	348	46
SH2B1	588	36
SH2B2	963	14
SH2B3	492	44
SH2D1A	470	46
SH2D1B	384	20
SH2D2A	932	8
SH2D3A	529	12
SH2D3C	888	16
SH2D4A	218	6
SH3BGR	227	2
SH3BGRL	384	4
SH3BGRL3	285	12
SH3BP1	610	10
SH3BP2	900	18
SH3BP4	271	2
SH3BP5	445	22
SH3D19	924	12
SH3GL1	932	28
SH3GL2	956	64
SH3GL3	934	42
SH3GLB1	854	14
SH3KBP1	950	34
SH3PXD2A	314	18
SH3PXD2B	274	12
SH3RF1	246	8
SH3RF2	252	10
SH3TC1	201	8
SH3TC2	209	4
SH3YL1	393	12
SHANK1	606	78
SHANK2	725	66
SHARPIN	956	22
SHB	931	26
SHC1	982	84
SHC2	925	26
SHC3	932	28
SHC4	864	12
SHCBP1	423	4
SHD	204	2
SHE	204	2
SHF	381	16
SHH	813	112
SHISA2	293	4
SHISA5	905	16
SHISA6	540	18
SHISA7	550	12
SHISA8	552	2
SHISA9	540	4
SHKBP1	417	4
SHMT1	988	38
SHMT2	986	40
SHOC2	205	8
SHOX	445	20
SHOX2	453	16
SHPK	274	22
SHPRH	501	20
SHQ1	207	2
SHROOM1	215	2
SHROOM2	284	6
SHROOM3	397	6
SHROOM4	519	2
SI	574	36
SIAE	549	10
SIAH1	933	46
SIAH2	472	22
SIAH3	354	8
SIDT1	191	6
SIDT2	235	6
SIGIRR	534	22
SIGLEC1	524	72
SIGLEC10	345	22
SIGLEC11	431	10
SIGLEC12	206	12
SIGLEC14	914	18
SIGLEC15	434	6
SIGLEC6	188	4
SIGLEC7	495	26
SIGLEC8	457	10
SIGLEC9	408	30
SIGMAR1	662	44
SIK1	555	34
SIK2	517	16
SIK3	237	20
SIL1	424	56
SIM1	578	20
SIM2	293	12
SIN3A	934	54
SIN3B	982	20
SIPA1	213	8
SIPA1L1	169	4
SIPA1L2	399	10
SIRPA	925	56
SIRPB1	474	8
SIRPG	809	8
SIRT1	975	154
SIRT2	668	106
SIRT3	987	100
SIRT4	727	90
SIRT5	741	92
SIRT6	708	92
SIRT7	605	96
SIT1	187	6
SIVA1	454	14
SIX1	655	40
SIX2	367	16
SIX3	598	26
SIX4	229	12
SIX5	478	30
SIX6	487	16
SKA1	372	8
SKA2	539	6
SKA3	270	10
SKAP1	402	12
SKAP2	420	26
SKI	379	4
SKIL	463	20
SKIV2L	297	18
SKIV2L2	264	6
SKOR1	293	4
SKOR2	209	4
SKP1	942	56
SKP2	588	42
SLA	341	22
SLA2	900	12
SLAMF1	724	66
SLAMF6	281	36
SLAMF7	334	24
SLAMF9	188	4
SLBP	231	10
SLC10A1	577	42
SLC10A2	315	22
SLC10A3	414	4
SLC10A4	347	8
SLC10A5	186	2
SLC10A6	179	2
SLC10A7	247	6
SLC11A1	908	82
SLC11A2	839	58
SLC12A1	412	16
SLC12A2	651	50
SLC12A3	452	26
SLC12A4	265	10
SLC12A5	852	44
SLC12A6	430	12
SLC12A7	300	10
SLC12A9	166	6
SLC13A1	252	10
SLC13A2	378	12
SLC13A3	536	6
SLC13A4	298	8
SLC13A5	232	12
SLC14A1	282	20
SLC14A2	410	12
SLC15A1	726	28
SLC15A2	650	16
SLC15A3	283	32
SLC15A4	905	26
SLC15A5	175	2
SLC16A1	573	36
SLC16A10	713	8
SLC16A11	340	12
SLC16A12	758	8
SLC16A13	385	8
SLC16A14	169	4
SLC16A2	761	18
SLC16A3	660	34
SLC16A4	640	22
SLC16A5	243	4
SLC16A6	238	8
SLC16A7	478	12
SLC16A8	242	14
SLC16A9	449	8
SLC17A1	256	4
SLC17A2	527	10
SLC17A3	750	12
SLC17A4	403	8
SLC17A5	295	24
SLC17A6	718	48
SLC17A7	745	54
SLC17A8	646	18
SLC17A9	206	2
SLC18A1	417	14
SLC18A2	684	38
SLC18A3	956	42
SLC18B1	178	6
SLC19A1	791	12
SLC19A2	514	8
SLC19A3	228	4
SLC1A1	649	50
SLC1A2	646	102
SLC1A3	651	78
SLC1A4	501	10
SLC1A5	476	38
SLC1A6	310	16
SLC1A7	442	66
SLC20A1	391	26
SLC20A2	266	14
SLC22A1	418	16
SLC22A10	218	6
SLC22A11	188	10
SLC22A12	231	14
SLC22A13	292	12
SLC22A14	242	4
SLC22A15	420	14
SLC22A16	261	12
SLC22A17	326	24
SLC22A18	623	30
SLC22A18AS	533	2
SLC22A2	726	26
SLC22A23	323	12
SLC22A24	330	8
SLC22A25	188	8
SLC22A3	729	20
SLC22A4	347	38
SLC22A5	470	26
SLC22A6	284	12
SLC22A7	336	18
SLC22A8	388	10
SLC22A9	185	8
SLC23A1	405	22
SLC23A2	378	28
SLC23A3	263	10
SLC24A1	163	2
SLC24A2	271	14
SLC24A3	227	2
SLC24A5	234	16
SLC25A1	478	18
SLC25A10	401	10
SLC25A11	285	10
SLC25A12	916	14
SLC25A13	914	8
SLC25A14	281	10
SLC25A15	643	8
SLC25A16	444	36
SLC25A17	490	18
SLC25A18	736	10
SLC25A19	296	24
SLC25A2	349	6
SLC25A20	874	38
SLC25A21	343	6
SLC25A22	368	12
SLC25A23	168	2
SLC25A24	167	2
SLC25A25	410	8
SLC25A26	282	8
SLC25A27	339	16
SLC25A28	428	14
SLC25A29	355	8
SLC25A3	664	16
SLC25A30	300	4
SLC25A31	311	18
SLC25A32	467	12
SLC25A33	178	12
SLC25A34	319	6
SLC25A35	288	4
SLC25A36	213	16
SLC25A37	312	12
SLC25A38	206	8
SLC25A39	653	12
SLC25A4	925	26
SLC25A40	444	6
SLC25A42	247	2
SLC25A44	367	8
SLC25A45	373	8
SLC25A46	583	2
SLC25A47	299	2
SLC25A48	379	14
SLC25A5	452	28
SLC25A51	242	2
SLC25A52	238	2
SLC25A53	161	2
SLC25A6	928	24
SLC26A1	403	12
SLC26A10	445	8
SLC26A11	215	6
SLC26A2	226	8
SLC26A3	528	42
SLC26A4	250	26
SLC26A5	379	48
SLC26A6	312	14
SLC26A7	496	8
SLC26A8	183	8
SLC26A9	162	6
SLC27A1	660	48
SLC27A2	908	40
SLC27A3	219	14
SLC27A4	490	28
SLC27A5	398	32
SLC27A6	637	44
SLC28A1	211	4
SLC28A2	749	4
SLC28A3	167	2
SLC29A1	528	16
SLC29A2	181	2
SLC29A3	161	2
SLC29A4	242	2
SLC2A1	831	122
SLC2A10	312	28
SLC2A11	207	4
SLC2A12	377	48
SLC2A13	319	44
SLC2A14	900	60
SLC2A2	733	72
SLC2A3	909	72
SLC2A4RG	736	22
SLC2A5	905	36
SLC2A6	410	32
SLC2A7	187	6
SLC2A8	914	58
SLC2A9	295	24
SLC30A1	921	30
SLC30A10	825	22
SLC30A2	423	14
SLC30A3	434	40
SLC30A5	619	8
SLC30A7	466	16
SLC30A8	789	48
SLC30A9	865	16
SLC31A1	371	16
SLC31A2	401	12
SLC32A1	628	60
SLC33A1	406	8
SLC34A1	250	26
SLC34A2	401	6
SLC34A3	191	2
SLC35A1	359	6
SLC35A2	372	20
SLC35A3	237	8
SLC35A4	376	6
SLC35A5	296	2
SLC35B1	345	10
SLC35B2	529	14
SLC35B3	288	2
SLC35B4	168	2
SLC35C1	343	10
SLC35C2	279	8
SLC35D1	185	4
SLC35D2	200	6
SLC35D3	184	4
SLC35E1	158	2
SLC35F1	286	12
SLC35F2	365	10
SLC35F3	308	8
SLC35F5	274	2
SLC35G1	211	2
SLC36A1	327	8
SLC36A2	252	16
SLC36A3	475	6
SLC36A4	473	6
SLC37A1	214	2
SLC37A2	226	2
SLC37A4	226	16
SLC38A1	292	24
SLC38A10	165	2
SLC38A11	161	2
SLC38A2	324	12
SLC38A4	493	18
SLC38A5	220	10
SLC38A6	252	8
SLC38A7	226	4
SLC39A1	801	26
SLC39A10	813	16
SLC39A11	773	6
SLC39A12	741	16
SLC39A13	818	32
SLC39A14	819	42
SLC39A2	793	12
SLC39A3	689	6
SLC39A4	808	16
SLC39A5	763	8
SLC39A6	851	26
SLC39A7	842	16
SLC39A8	763	24
SLC39A9	813	6
SLC3A1	555	14
SLC3A2	487	46
SLC40A1	840	38
SLC41A1	800	10
SLC43A1	155	2
SLC43A2	213	6
SLC43A3	271	8
SLC44A1	299	20
SLC44A2	908	22
SLC44A3	324	4
SLC44A4	294	18
SLC44A5	222	4
SLC45A1	216	10
SLC45A2	701	32
SLC45A3	725	14
SLC45A4	388	10
SLC46A1	646	18
SLC46A2	459	14
SLC46A3	244	10
SLC47A1	320	14
SLC47A2	361	10
SLC48A1	373	8
SLC4A1	529	46
SLC4A10	312	10
SLC4A11	346	18
SLC4A2	181	6
SLC4A3	198	6
SLC4A4	365	20
SLC4A5	244	12
SLC4A7	294	14
SLC4A8	306	8
SLC4A9	299	12
SLC50A1	234	8
SLC51A	210	4
SLC52A3	229	8
SLC5A1	623	30
SLC5A10	232	4
SLC5A11	339	10
SLC5A12	363	4
SLC5A2	581	34
SLC5A3	254	22
SLC5A4	578	26
SLC5A5	347	34
SLC5A6	196	6
SLC5A7	748	34
SLC5A8	388	12
SLC5A9	250	6
SLC6A1	468	54
SLC6A11	645	26
SLC6A12	399	16
SLC6A13	251	26
SLC6A14	563	12
SLC6A15	245	14
SLC6A16	506	4
SLC6A17	302	14
SLC6A18	313	6
SLC6A19	233	10
SLC6A2	520	28
SLC6A20	353	6
SLC6A3	733	82
SLC6A4	792	82
SLC6A5	496	16
SLC6A6	284	16
SLC6A7	453	42
SLC6A8	321	14
SLC6A9	236	12
SLC7A1	514	42
SLC7A10	297	8
SLC7A11	552	38
SLC7A13	304	4
SLC7A14	237	14
SLC7A2	401	18
SLC7A3	283	16
SLC7A4	333	22
SLC7A5	526	16
SLC7A6	183	4
SLC7A6OS	159	2
SLC7A7	554	16
SLC7A8	236	12
SLC7A9	269	10
SLC8A1	311	32
SLC8A2	471	22
SLC8A3	367	12
SLC9A1	737	54
SLC9A2	345	14
SLC9A3	547	32
SLC9A3R1	312	48
SLC9A3R2	448	34
SLC9A4	369	20
SLC9A5	227	8
SLC9A6	470	18
SLC9A7	483	14
SLC9A8	434	14
SLC9A9	481	18
SLC9B1	309	6
SLC9B2	230	8
SLC9C1	305	12
SLC9C2	295	20
SLCO1A2	307	20
SLCO1B1	426	28
SLCO1B3	451	12
SLCO1B7	426	6
SLCO1C1	465	20
SLCO2A1	481	16
SLCO2B1	243	12
SLCO4A1	411	6
SLCO4C1	900	14
SLFN11	198	8
SLFN14	161	2
SLFN5	221	4
SLIRP	309	8
SLIT1	562	42
SLIT2	443	30
SLIT3	548	52
SLITRK1	558	32
SLITRK2	352	8
SLITRK3	386	22
SLITRK4	426	4
SLITRK5	426	6
SLITRK6	400	6
SLK	938	16
SLMAP	286	8
SLMO2	253	2
SLN	188	4
SLPI	915	40
SLTM	336	6
SLU7	342	2
SLURP1	866	16
SLX1A	606	2
SLX1B	606	2
SLX4	304	4
SMAD1	759	32
SMAD2	688	120
SMAD3	974	128
SMAD4	974	104
SMAD5	478	48
SMAD6	363	40
SMAD7	617	66
SMAD9	366	34
SMAGP	358	4
SMAP1	171	8
SMAP2	455	12
SMARCA1	522	36
SMARCA2	710	78
SMARCA4	785	66
SMARCA5	907	36
SMARCAD1	364	12
SMARCAL1	416	18
SMARCB1	663	48
SMARCC1	603	30
SMARCC2	604	34
SMARCD1	672	36
SMARCD2	782	20
SMARCD3	903	44
SMARCE1	612	16
SMC1A	917	26
SMC1B	757	20
SMC2	999	22
SMC3	920	32
SMC4	999	26
SMC5	873	16
SMC6	904	20
SMCHD1	387	6
SMCP	207	4
SMCR8	407	8
SMEK2	230	16
SMG1	628	34
SMG5	216	4
SMG6	213	8
SMG7	214	6
SMG8	185	2
SMG9	187	4
SMN1	412	56
SMN2	416	48
SMNDC1	161	2
SMO	301	28
SMOC1	422	10
SMOC2	435	10
SMOX	437	38
SMPD1	950	64
SMPD2	945	64
SMPD3	944	30
SMPD4	254	2
SMPDL3A	426	8
SMPDL3B	426	8
SMPX	281	6
SMR3B	212	4
SMS	451	22
SMTN	416	24
SMTNL1	295	20
SMU1	227	4
SMUG1	704	98
SMURF1	653	54
SMURF2	634	34
SMYD1	541	28
SMYD2	484	28
SMYD3	524	26
SMYD4	214	16
SMYD5	214	18
SNAI1	919	76
SNAI2	918	66
SNAI3	303	10
SNAP23	956	48
SNAP25	907	106
SNAP29	906	28
SNAP47	305	6
SNAP91	939	52
SNAPC1	405	2
SNAPC2	245	2
SNAPC3	417	2
SNAPC4	351	10
SNAPC5	179	2
SNAPIN	904	26
SNCA	985	190
SNCAIP	730	52
SNCB	654	38
SNCG	458	36
SND1	302	18
SNED1	313	22
SNF8	233	4
SNIP1	425	4
SNN	455	6
SNPH	684	10
SNRNP200	312	14
SNRNP25	309	4
SNRNP27	226	8
SNRNP40	196	4
SNRNP70	430	80
SNRPA	478	22
SNRPA1	352	14
SNRPB	311	26
SNRPB2	350	8
SNRPC	415	10
SNRPD1	237	14
SNRPD2	308	16
SNRPD3	307	10
SNRPE	436	10
SNRPF	291	8
SNRPG	274	6
SNRPN	716	34
SNTA1	702	28
SNTB1	514	10
SNTG1	301	16
SNTG2	281	16
SNUPN	307	8
SNW1	940	18
SNX1	719	38
SNX10	462	12
SNX11	220	8
SNX12	636	16
SNX13	443	4
SNX14	261	6
SNX15	234	6
SNX17	740	30
SNX18	911	22
SNX19	251	4
SNX2	967	22
SNX20	475	20
SNX21	177	2
SNX22	522	4
SNX24	317	4
SNX25	386	6
SNX27	531	20
SNX3	612	22
SNX30	214	8
SNX31	616	6
SNX32	267	4
SNX33	421	18
SNX4	545	28
SNX5	958	18
SNX6	537	28
SNX7	277	14
SNX8	438	10
SNX9	933	28
SOAT2	911	40
SOBP	222	4
SOCS1	901	90
SOCS2	917	70
SOCS3	992	104
SOCS4	825	32
SOCS5	522	26
SOCS6	561	36
SOCS7	710	28
SOD1	998	172
SOD3	995	70
SOHLH1	294	16
SON	268	6
SORBS1	969	40
SORBS2	512	12
SORBS3	402	32
SORCS2	639	48
SORCS3	422	56
SORD	426	56
SORT1	979	92
SOS1	938	66
SOS2	809	38
SOST	640	46
SOSTDC1	407	24
SOX1	455	40
SOX10	565	72
SOX11	558	24
SOX12	201	4
SOX13	446	18
SOX14	336	20
SOX15	234	16
SOX17	672	40
SOX18	748	22
SOX2	918	116
SOX21	248	12
SOX3	719	34
SOX30	404	6
SOX4	612	46
SOX5	477	36
SOX6	468	32
SOX7	539	10
SOX8	353	20
SOX9	745	102
SP1	982	118
SP100	908	38
SP110	275	12
SP140	284	10
SP2	626	30
SP3	572	52
SP4	387	16
SP5	445	4
SP6	454	28
SP7	759	62
SP8	495	40
SP9	317	12
SPA17	189	2
SPACA1	354	6
SPACA3	416	10
SPACA4	300	6
SPACA5	329	2
SPACA7	266	2
SPAG1	487	14
SPAG17	700	10
SPAG4	169	2
SPAG5	692	6
SPAG6	507	14
SPAG9	904	30
SPAM1	396	36
SPARC	968	76
SPARCL1	927	42
SPAST	472	26
SPATA13	323	8
SPATA18	399	10
SPATA19	387	4
SPATA2	406	2
SPATA22	349	6
SPATA31A7	201	2
SPATA31D1	260	2
SPATA31E1	194	2
SPATA5	299	6
SPATA6	403	16
SPATA7	234	6
SPATA9	211	4
SPATC1L	161	2
SPC24	586	12
SPC25	505	6
SPCS1	285	6
SPCS2	215	4
SPCS3	271	6
SPDEF	400	18
SPDL1	187	2
SPDYA	256	10
SPECC1L	533	12
SPEG	429	26
SPEM1	643	6
SPEN	414	40
SPESP1	401	4
SPG11	434	18
SPG20	267	8
SPG21	647	12
SPG7	720	58
SPHK1	900	60
SPHK2	392	34
SPHKAP	556	20
SPI1	776	98
SPIB	400	28
SPIC	511	12
SPICE1	602	68
SPIN1	738	2
SPIN2A	302	2
SPIN2B	302	2
SPIN3	324	4
SPIN4	302	2
SPINK1	527	18
SPINK13	161	2
SPINK14	356	2
SPINK2	172	4
SPINK5	577	32
SPINK6	158	2
SPINK7	210	8
SPINK8	153	2
SPINT1	626	26
SPINT2	414	24
SPINT3	329	12
SPINT4	329	12
SPIRE1	208	2
SPIRE2	312	6
SPN	709	48
SPNS1	634	14
SPNS2	580	18
SPNS3	372	14
SPO11	477	26
SPOCD1	205	4
SPOCK1	387	22
SPOCK2	200	10
SPOCK3	640	16
SPON1	910	98
SPON2	904	12
SPOP	508	16
SPOPL	334	12
SPP1	978	116
SPP2	906	14
SPPL2A	918	48
SPPL3	456	22
SPR	936	6
SPRED1	525	32
SPRED2	297	16
SPRED3	184	6
SPRN	764	10
SPRR1A	906	10
SPRR1B	902	6
SPRR2A	900	2
SPRR2B	908	4
SPRR2D	901	4
SPRR2E	906	2
SPRR2F	900	2
SPRR2G	906	2
SPRR3	905	8
SPRR4	167	2
SPRTN	568	18
SPRY1	483	24
SPRY2	508	50
SPRY3	253	2
SPRY4	265	20
SPRYD4	203	4
SPSB1	254	26
SPSB2	356	2
SPSB4	190	4
SPTA1	829	44
SPTAN1	972	50
SPTB	550	36
SPTBN1	378	42
SPTBN2	902	30
SPTBN4	388	28
SPTBN5	331	18
SPTLC1	760	36
SPTLC2	401	28
SPTLC3	344	12
SPTSSA	235	4
SPTSSB	295	4
SPTY2D1	193	4
SPZ1	178	2
SQLE	960	44
SQRDL	328	22
SQSTM1	933	88
SRA1	943	32
SRBD1	227	14
SRC	990	184
SRCAP	394	22
SRCIN1	284	22
SRD5A1	965	32
SRD5A3	926	6
SREBF1	983	106
SREBF2	994	130
SREK1	288	4
SRF	640	124
SRFBP1	619	8
SRGAP1	289	16
SRGAP2	357	48
SRGAP3	331	42
SRGN	918	50
SRI	780	32
SRM	582	18
SRMS	398	18
SRP14	301	6
SRP19	310	10
SRP54	441	22
SRP68	301	8
SRP72	382	8
SRP9	406	10
SRPK1	355	24
SRPK2	216	14
SRPK3	211	8
SRPR	485	12
SRPRB	333	10
SRPX	298	6
SRPX2	664	22
SRR	382	26
SRRM1	306	48
SRRM2	375	40
SRRT	565	22
SRSF1	677	66
SRSF10	378	14
SRSF11	222	8
SRSF2	504	34
SRSF3	561	18
SRSF4	320	12
SRSF5	383	16
SRSF6	474	26
SRSF7	466	18
SRSF9	428	12
SRXN1	616	30
SS18	311	10
SSB	250	22
SSBP1	860	18
SSBP2	169	4
SSBP3	258	2
SSH1	380	18
SSH2	194	10
SSH3	207	12
SSNA1	384	6
SSPN	169	4
SSR1	371	6
SSR2	475	4
SSR3	313	4
SSRP1	467	24
SSSCA1	700	2
SST	991	118
SSTR1	941	42
SSTR2	940	42
SSTR3	940	44
SSTR4	937	28
SSTR5	935	38
SSU72	219	4
SSX1	210	8
SSX2	254	12
SSX2IP	255	4
SSX3	188	2
SSX4	188	2
SSX4B	188	2
SSX5	192	2
ST13	402	20
ST14	423	28
ST18	188	4
ST3GAL1	466	10
ST3GAL2	537	12
ST3GAL3	904	14
ST3GAL4	900	20
ST3GAL5	730	10
ST3GAL6	900	16
ST5	421	6
ST6GAL1	494	28
ST6GAL2	402	10
ST6GALNAC1	712	12
ST6GALNAC2	247	8
ST6GALNAC3	360	8
ST6GALNAC4	349	10
ST6GALNAC5	259	18
ST6GALNAC6	255	4
ST7L	173	2
ST8SIA1	266	14
ST8SIA2	559	42
ST8SIA3	345	24
ST8SIA4	269	22
ST8SIA5	259	12
ST8SIA6	271	6
STAB1	531	64
STAB2	398	34
STAC	239	8
STAC3	462	28
STAG1	903	12
STAG2	906	12
STAG3	443	4
STAM	914	20
STAM2	914	18
STAMBP	449	12
STAMBPL1	826	10
STAP1	866	14
STAP2	405	28
STAR	846	44
STARD10	225	4
STARD13	309	18
STARD3	448	20
STARD3NL	503	10
STARD4	393	16
STARD5	225	6
STARD6	217	2
STARD8	353	4
STARD9	286	10
STAT1	983	130
STAT2	716	56
STAT3	997	170
STAT4	978	78
STAT5A	972	112
STAT5B	930	86
STAT6	981	92
STATH	234	4
STAU1	463	40
STAU2	284	6
STBD1	900	14
STC1	688	40
STC2	910	30
STEAP1	250	4
STEAP2	363	10
STEAP3	454	10
STEAP4	570	24
STIL	431	10
STIM1	550	30
STIM2	294	22
STIP1	954	34
STK10	902	10
STK11	965	90
STK11IP	902	16
STK16	254	6
STK17A	316	12
STK17B	326	16
STK19	229	10
STK24	948	24
STK25	641	36
STK3	962	12
STK31	194	2
STK32A	342	18
STK32B	470	30
STK32C	426	22
STK33	293	10
STK35	552	10
STK36	461	6
STK38	420	26
STK38L	343	20
STK39	443	28
STK4	963	18
STK40	292	20
STMN1	555	66
STMN2	563	58
STMN3	526	32
STMN4	466	42
STOM	902	32
STOML1	198	10
STOML2	220	10
STOML3	269	4
STON1	917	12
STON2	969	12
STOX1	470	12
STOX2	187	2
STPG1	190	6
STRA6	346	16
STRA8	366	8
STRADA	646	26
STRADB	800	16
STRAP	366	12
STRBP	292	8
STRIP1	175	2
STRIP2	175	2
STRN	954	14
STRN3	303	8
STRN4	199	2
STS	804	52
STT3A	245	14
STT3B	362	12
STUB1	965	76
STX10	934	12
STX11	390	28
STX12	484	20
STX16	932	22
STX17	226	18
STX18	374	12
STX19	204	2
STX1A	441	48
STX1B	468	34
STX2	511	24
STX3	287	20
STX4	967	16
STX5	940	18
STX6	470	40
STX7	386	22
STX8	386	26
STXBP1	568	54
STXBP2	529	24
STXBP3	964	18
STXBP4	945	6
STXBP5	570	16
STXBP5L	312	20
STXBP6	590	16
STYK1	477	18
STYX	319	14
STYXL1	273	8
SUB1	379	20
SUCLA2	334	20
