	score	num
OTUD5	303	16
OTUD6A	278	2
OTUD6B	307	4
OTUD7A	664	12
OTUD7B	921	16
OTX1	381	14
OTX2	547	40
OVCA2	315	6
OVCH1	276	8
OVCH2	173	6
OVGP1	191	8
OVOL1	177	8
OVOL2	414	4
OXA1L	910	32
OXCT1	273	22
OXCT2	272	6
OXER1	910	6
OXGR1	904	10
OXNAD1	404	16
OXR1	486	22
OXSM	313	26
OXSR1	228	8
OXT	917	74
OXTR	904	40
P2RX1	911	58
P2RX2	518	22
P2RX3	493	22
P2RX4	568	46
P2RX5	403	10
P2RX6	168	2
P2RX7	658	60
P2RY1	910	30
P2RY10	900	12
P2RY11	902	12
P2RY12	915	46
P2RY13	922	38
P2RY14	909	20
P2RY2	925	34
P2RY4	910	24
P2RY6	915	24
P2RY8	418	14
P4HA1	320	20
P4HA2	591	10
P4HA3	274	4
P4HB	932	98
P4HTM	293	20
PA2G4	900	20
PAAF1	401	8
PABPC1	492	22
PABPC1L	262	14
PABPC3	165	4
PABPC4	411	16
PABPN1	626	34
PACRG	404	14
PACS1	647	18
PACS2	276	18
PACSIN1	952	46
PACSIN2	945	46
PACSIN3	933	36
PADI1	297	10
PADI2	923	24
PADI3	398	22
PADI4	669	30
PAEP	643	52
PAF1	337	22
PAFAH1B1	978	38
PAFAH1B2	940	18
PAFAH1B3	967	14
PAFAH2	199	8
PAG1	914	24
PAGE4	163	2
PAH	482	38
PAICS	706	32
PAIP1	378	18
PAIP2	282	18
PAK1	923	28
PAK1IP1	228	6
PAK2	963	28
PAK3	309	26
PAK4	286	36
PAK7	299	20
PALB2	418	10
PALLD	308	12
PALM	463	12
PALM2	184	2
PALM3	553	4
PALMD	155	2
PAM	582	12
PAM16	974	12
PAN3	270	4
PANK1	713	22
PANK2	464	30
PANK3	317	12
PANK4	514	12
PANX1	709	36
PANX2	619	8
PANX3	682	8
PAOX	901	18
PAPD4	215	6
PAPD5	185	8
PAPL	193	10
PAPLN	205	14
PAPOLA	631	14
PAPOLB	386	8
PAPOLG	158	2
PAPPA	978	44
PAPPA2	937	10
PAPSS1	349	14
PAPSS2	349	14
PAQR3	157	2
PAQR5	553	4
PAQR6	338	4
PAQR7	473	6
PAQR8	710	6
PARD3	412	30
PARD3B	752	28
PARD6A	933	18
PARD6B	295	10
PARD6G	480	14
PARG	548	8
PARK2	797	140
PARK7	842	116
PARL	490	26
PARM1	401	8
PARN	794	12
PARP1	990	80
PARP10	237	8
PARP14	320	14
PARP15	320	2
PARP2	880	18
PARP3	840	16
PARP4	836	14
PARP9	320	10
PARPBP	669	8
PARS2	303	14
PARVA	774	26
PARVB	667	20
PARVG	503	36
PASD1	196	2
PASK	463	50
PATE1	164	2
PATL1	232	8
PATL2	264	8
PATZ1	495	14
PAWR	510	28
PAX1	574	30
PAX2	891	68
PAX3	659	60
PAX4	544	38
PAX5	700	56
PAX6	926	86
PAX7	532	62
PAX8	932	66
PAX9	478	10
PBK	508	46
PBLD	282	12
PBRM1	737	36
PBX1	925	48
PBX2	390	14
PBX3	364	18
PBX4	355	18
PBXIP1	412	6
PC	979	48
PCBD1	188	4
PCBD2	181	4
PCBP1	540	22
PCBP2	425	20
PCBP3	235	12
PCBP4	187	6
PCCA	284	14
PCCB	530	18
PCDH1	249	16
PCDH10	508	28
PCDH11X	456	70
PCDH12	295	8
PCDH15	527	14
PCDH17	417	12
PCDH18	204	12
PCDH19	431	16
PCDH7	270	24
PCDH8	324	44
PCDH9	478	22
PCDHA1	298	6
PCDHA3	164	4
PCDHA4	379	4
PCDHA6	402	4
PCDHA7	204	2
PCDHA8	155	2
PCDHAC1	398	2
PCDHAC2	240	6
PCDHB1	278	6
PCDHB10	396	4
PCDHB12	183	2
PCDHB14	162	2
PCDHB2	396	4
PCDHB3	270	2
PCDHB4	211	6
PCDHB6	193	4
PCDHB7	163	4
PCDHB8	235	8
PCDHGA11	360	4
PCDHGA3	168	2
PCDHGA5	245	2
PCDHGA6	396	2
PCDHGA9	187	2
PCDHGB1	171	4
PCDHGB2	237	2
PCDHGB4	283	6
PCDHGB6	235	4
PCDHGB7	185	6
PCDHGC3	171	2
PCDHGC4	218	4
PCDHGC5	204	8
PCED1B	361	20
PCF11	201	8
PCGF1	315	6
PCGF2	903	26
PCGF3	315	8
PCGF5	315	8
PCGF6	315	8
PCID2	181	2
PCK2	856	82
PCLO	260	22
PCM1	408	6
PCMT1	317	10
PCMTD1	322	12
PCMTD2	409	6
PCNA	920	28
PCNP	157	4
PCNT	428	22
PCNXL2	290	4
PCOLCE	379	16
PCOLCE2	263	6
PCP2	907	14
PCP4	308	14
PCSK1	567	76
PCSK1N	455	14
PCSK2	467	50
PCSK4	553	30
PCSK5	914	64
PCSK6	910	50
PCSK7	419	52
PCSK9	999	106
PCTP	299	12
PCYOX1	830	28
PCYOX1L	915	16
PCYT1A	349	16
PCYT1B	336	18
PCYT2	509	18
PDAP1	175	6
PDC	272	14
PDCD1	931	48
PDCD10	258	14
PDCD11	359	18
PDCD1LG2	912	46
PDCD2	345	10
PDCD4	598	44
PDCD5	349	14
PDCD6	712	16
PDCD6IP	445	30
PDCL	297	6
PDCL2	384	6
PDCL3	345	6
PDDC1	562	10
PDE10A	414	26
PDE11A	201	16
PDE12	328	8
PDE1A	494	16
PDE1B	313	4
PDE1C	430	14
PDE2A	315	10
PDE3A	227	8
PDE3B	578	36
PDE4A	541	52
PDE4B	434	48
PDE4C	258	16
PDE4D	489	52
PDE4DIP	640	8
PDE5A	814	56
PDE6A	231	12
PDE6B	358	42
PDE6C	387	10
PDE6D	217	4
PDE6G	188	4
PDE6H	201	2
PDE7A	237	10
PDE7B	514	14
PDE8A	174	2
PDE8B	266	12
PDE9A	540	10
PDF	407	16
PDGFA	902	50
PDGFB	988	86
PDGFC	865	28
PDGFD	918	32
PDGFRA	899	78
PDGFRB	961	118
PDGFRL	271	12
PDHA1	852	26
PDHA2	800	18
PDHB	854	24
PDHX	366	36
PDIA2	906	38
PDIA3	567	64
PDIA4	469	38
PDIA5	260	24
PDIA6	934	44
PDIK1L	379	14
PDILT	235	20
PDK1	485	36
PDK2	514	32
PDK3	344	20
PDK4	695	72
PDLIM1	473	22
PDLIM3	509	22
PDLIM4	900	28
PDLIM5	433	38
PDLIM7	542	48
PDP1	310	24
PDP2	392	16
PDPK1	937	56
PDPN	594	42
PDPR	353	14
PDRG1	254	8
PDS5A	824	20
PDS5B	769	34
PDSS1	419	16
PDSS2	418	10
PDX1	549	54
PDXDC1	198	4
PDXK	904	48
PDXP	347	22
PDYN	975	74
PDZD11	268	14
PDZD2	585	44
PDZD3	268	14
PDZD7	438	18
PDZD8	183	2
PDZK1	932	32
PDZRN3	291	14
PEA15	412	32
PEAK1	214	6
PEAR1	188	4
PEBP1	827	44
PECR	904	18
PEF1	338	8
PEG10	658	18
PEG3	678	44
PELI1	362	16
PELI2	245	12
PELI3	309	4
PELO	193	2
PELP1	995	26
PEMT	909	24
PENK	963	62
PEPD	746	78
PER1	299	16
PER2	465	50
PER3	502	30
PERP	950	38
PES1	384	26
PEX1	253	12
PEX10	902	6
PEX11A	428	12
PEX11B	423	12
PEX11G	301	10
PEX12	900	6
PEX13	902	8
PEX14	911	14
PEX16	540	6
PEX19	394	18
PEX2	900	10
PEX3	720	34
PEX5	378	32
PEX5L	408	24
PEX6	220	8
PEX7	407	14
PF4	973	58
PF4V1	681	6
PFAS	898	28
PFDN1	440	10
PFDN2	410	14
PFDN4	162	6
PFDN5	400	10
PFDN6	299	12
PFKFB1	579	24
PFKFB2	420	18
PFKFB3	537	50
PFKFB4	323	20
PFKL	633	34
PFKM	828	40
PFKP	672	28
PFN1	479	30
PFN2	313	22
PFN4	230	8
PGA3	444	12
PGA4	444	12
PGA5	490	20
PGAM1	903	28
PGAM2	835	18
PGAM4	781	16
PGAM5	270	18
PGAP1	220	4
PGAP2	263	6
PGAP3	222	10
PGBD5	394	10
PGC	525	54
PGD	698	34
PGF	954	74
PGGT1B	295	12
PGK1	998	80
PGK2	990	32
PGLS	397	26
PGLYRP1	912	30
PGLYRP2	303	16
PGLYRP3	441	12
PGLYRP4	187	4
PGM1	916	56
PGM2	341	24
PGM2L1	333	22
PGM3	439	44
PGM5	475	18
PGP	403	20
PGPEP1	180	2
PGPEP1L	158	2
PGR	964	100
PGRMC1	904	52
PGRMC2	297	16
PGS1	576	28
PHACTR1	324	14
PHACTR2	339	4
PHACTR3	172	2
PHACTR4	283	2
PHAX	297	12
PHB	524	44
PHB2	964	34
PHC1	904	6
PHC2	904	14
PHC3	904	20
PHEX	531	58
PHF1	816	40
PHF10	419	6
PHF11	509	40
PHF12	386	6
PHF13	448	22
PHF14	320	10
PHF19	239	8
PHF2	956	6
PHF20	964	14
PHF20L1	475	6
PHF21A	344	24
PHF21B	232	14
PHF23	228	8
PHF3	369	8
PHF5A	291	4
PHF6	491	36
PHF8	744	14
PHGDH	574	32
PHIP	489	28
PHKA1	353	16
PHKA2	525	30
PHKB	263	2
PHKG1	339	8
PHKG2	268	2
PHLDA1	352	26
PHLDA2	652	16
PHLDA3	289	10
PHLDB1	183	4
PHLDB2	268	2
PHLPP1	457	26
PHLPP2	304	26
PHOSPHO1	900	12
PHOSPHO2	190	2
PHOX2A	319	26
PHOX2B	478	48
PHRF1	267	18
PHTF1	173	2
PHTF2	465	6
PHYH	235	6
PHYHD1	345	4
PI15	301	6
PI16	317	6
PI3	901	124
PI4K2A	801	70
PI4K2B	318	4
PI4KA	907	38
PI4KB	907	30
PIANP	175	6
PIAS1	950	30
PIAS2	307	16
PIAS3	939	26
PIAS4	913	26
PIBF1	546	8
PICK1	425	34
PID1	513	22
PIEZO1	354	10
PIEZO2	238	8
PIF1	271	14
PIFO	547	6
PIGA	287	30
PIGB	151	2
PIGC	379	6
PIGF	442	8
PIGG	155	2
PIGK	256	4
PIGL	159	2
PIGM	166	4
PIGN	305	16
PIGO	249	8
PIGP	204	6
PIGQ	705	10
PIGR	900	36
PIGS	438	8
PIGT	159	4
PIGV	166	4
PIGW	159	2
PIGY	201	4
PIH1D1	191	6
PIH1D3	360	2
PIK3AP1	424	34
PIK3C2A	971	74
PIK3C2B	908	30
PIK3C2G	909	26
PIK3C3	523	68
PIK3CA	984	110
PIK3CB	942	64
PIK3CD	928	48
PIK3CG	946	106
PIK3IP1	569	4
PIK3R1	979	98
PIK3R2	943	56
PIK3R3	991	46
PIK3R4	290	20
PIK3R5	376	34
PIKFYVE	511	22
PILRA	502	56
PILRB	588	48
PIM1	569	46
PIM2	367	36
PIM3	312	34
PIN1	913	40
PIN4	326	12
PINK1	964	96
PINX1	313	10
PIP	670	22
PIP4K2A	677	14
PIP4K2B	282	12
PIP4K2C	360	18
PIP5K1A	379	20
PIP5K1B	252	18
PIP5K1C	248	14
PIP5KL1	169	6
PIPOX	908	18
PIR	621	32
PIRT	512	6
PISD	903	16
PITPNA	295	14
PITPNB	375	6
PITPNC1	247	4
PITPNM1	950	4
PITPNM2	764	4
PITPNM3	698	14
PITRM1	900	42
PITX1	282	22
PITX2	430	36
PITX3	651	24
PIWIL1	347	32
PIWIL2	271	8
PIWIL3	271	4
PIWIL4	325	24
PJA1	420	6
PJA2	278	4
PKD1	309	28
PKD1L1	667	8
PKD2	534	42
PKD2L1	706	20
PKD2L2	227	4
PKDCC	326	24
PKDREJ	670	66
PKHD1	234	4
PKHD1L1	206	10
PKIA	379	4
PKIB	251	2
PKIG	175	2
PKLR	966	48
PKM	969	92
PKMYT1	392	16
PKN1	488	32
PKN2	475	34
PKN3	272	14
PKNOX1	900	20
PKNOX2	251	14
PKP1	987	14
PKP2	997	20
PKP3	991	10
PKP4	964	18
PLA1A	199	6
PLA2G10	672	40
PLA2G12A	722	2
PLA2G12B	741	14
PLA2G15	443	10
PLA2G16	900	6
PLA2G1B	692	102
PLA2G2A	671	58
PLA2G2C	652	2
PLA2G2D	683	18
PLA2G2E	741	4
PLA2G2F	652	6
PLA2G3	763	20
PLA2G4A	900	72
PLA2G4B	688	12
PLA2G4C	650	4
PLA2G4D	650	6
PLA2G4E	657	10
PLA2G4F	650	8
PLA2G5	684	24
PLA2G6	728	50
PLA2G7	862	70
PLA2R1	473	22
PLAA	693	14
PLAC1	288	6
PLAC8	903	8
PLAG1	711	14
PLAGL1	657	22
PLAGL2	513	10
PLAT	971	106
PLAUR	999	96
PLB1	657	12
PLBD1	393	6
PLBD2	152	2
PLCB1	913	44
PLCB2	908	40
PLCB3	913	22
PLCB4	921	24
PLCD1	291	18
PLCD3	428	22
PLCD4	201	14
PLCE1	753	30
PLCG1	962	76
PLCG2	920	48
PLCH1	261	16
PLCH2	261	22
PLCL1	244	22
PLCL2	215	16
PLCXD1	217	2
PLCXD2	387	4
PLCXD3	635	8
PLCZ1	233	18
PLD1	924	106
PLD2	914	80
PLD4	820	26
PLD6	528	22
PLEC	495	36
PLEK	537	120
PLEK2	158	2
PLEKHA1	368	22
PLEKHA2	445	6
PLEKHA3	302	4
PLEKHA4	190	2
PLEKHA5	218	8
PLEKHA7	376	24
PLEKHA8	176	4
PLEKHB1	327	8
PLEKHB2	211	4
PLEKHF1	309	10
PLEKHF2	274	4
PLEKHG1	591	10
PLEKHG2	235	6
PLEKHG3	335	6
PLEKHG4	170	6
PLEKHG4B	215	12
PLEKHG5	237	12
PLEKHG6	173	4
PLEKHH2	468	20
PLEKHH3	205	6
PLEKHJ1	186	6
PLEKHM1	368	16
PLEKHM2	280	2
PLEKHO1	510	10
PLEKHO2	193	6
PLG	972	126
PLGRKT	388	4
PLIN1	983	40
PLIN2	774	46
PLIN3	984	20
PLIN5	393	20
PLK1	915	82
PLK2	502	46
PLK3	312	24
PLK4	450	18
PLK5	265	10
PLLP	406	8
PLN	720	14
PLOD1	416	20
PLOD2	260	14
PLOD3	215	6
PLP1	420	74
PLP2	325	8
PLRG1	204	6
PLS1	408	24
PLS3	410	44
PLSCR1	920	20
PLSCR2	277	10
PLSCR3	192	2
PLSCR4	289	10
PLSCR5	294	2
PLTP	965	56
PLVAP	294	18
PLXDC1	440	6
PLXNA1	954	28
PLXNA2	932	34
PLXNA3	933	16
PLXNA4	939	28
PLXNB1	496	26
PLXNB2	480	22
PLXNB3	480	16
PLXNC1	480	16
PLXND1	940	26
PM20D2	418	6
PMAIP1	977	42
PMCH	979	40
PMEL	710	42
PMEPA1	303	10
PMF1	351	6
PML	900	46
PMM1	473	20
PMM2	558	16
PMP2	214	18
PMP22	352	24
PMPCA	900	10
PMPCB	903	22
PMS1	293	22
PMS2	431	34
PMVK	419	8
PNCK	417	26
PNKD	237	16
PNKP	363	10
PNLDC1	309	6
PNLIP	918	44
PNLIPRP1	919	12
PNLIPRP3	915	12
PNMA1	408	4
PNMA2	693	26
PNMA3	491	12
PNMA5	231	2
PNMT	946	30
PNN	295	8
PNO1	244	8
PNOC	948	16
PNP	392	24
PNPLA1	238	2
PNPLA2	969	60
PNPLA3	939	32
PNPLA4	242	8
PNPLA5	290	10
PNPLA6	742	26
PNPLA7	378	16
PNPLA8	336	10
PNPO	289	12
PNPT1	792	22
PNRC1	513	6
PNRC2	647	8
POC1A	166	4
POC5	213	2
PODN	268	8
PODNL1	473	6
PODXL	651	22
PODXL2	185	4
POFUT1	942	18
POFUT2	928	4
POGK	686	6
POGLUT1	928	4
POGZ	328	12
POLA1	920	16
POLA2	716	8
POLB	386	34
POLD1	431	28
POLD2	240	16
POLD3	209	4
POLDIP3	178	2
POLE	705	30
POLE2	336	6
POLE3	741	6
POLE4	733	6
POLG	874	38
POLG2	671	12
POLH	388	8
POLI	791	38
POLK	277	14
POLL	328	12
POLM	610	20
POLN	467	8
POLQ	467	10
POLR1A	903	30
POLR1B	907	26
POLR1C	904	26
POLR1D	903	6
POLR1E	900	8
POLR2A	921	44
POLR2B	916	32
POLR2C	902	18
POLR2D	906	12
POLR2E	903	14
POLR2F	916	20
POLR2G	906	10
POLR2H	906	10
POLR2I	904	6
POLR2J	906	14
POLR2J3	252	4
POLR2K	904	6
POLR2L	905	8
POLR3A	330	20
POLR3B	349	22
POLR3C	364	2
POLR3D	303	4
POLR3E	199	4
POLR3F	368	8
POLR3G	249	4
POLR3H	342	6
POLRMT	999	16
POM121	234	6
POM121L2	173	2
POMC	997	124
POMGNT1	251	10
POMP	355	2
POMT1	236	18
POMT2	234	10
POMZP3	418	4
PON2	514	64
PON3	939	34
POP1	171	4
POP4	542	8
POP5	195	4
POP7	505	14
POPDC3	364	4
POR	854	40
PORCN	544	10
POSTN	545	64
POTEE	323	36
POTEF	876	132
POTEI	323	32
POTEJ	323	32
POU1F1	851	24
POU2AF1	353	24
POU2F1	948	62
POU2F2	402	12
POU2F3	347	14
POU3F1	282	26
POU3F2	482	40
POU3F3	457	30
POU3F4	601	18
POU4F1	949	22
POU4F2	952	22
POU4F3	386	22
POU5F1	913	90
POU5F1B	225	10
POU5F2	242	2
POU6F1	364	14
POU6F2	587	12
PP2D1	246	12
PPA1	470	28
PPA2	410	24
PPAN	323	10
PPAP2A	288	14
PPAP2B	900	28
PPAP2C	900	16
PPAPDC1A	902	12
PPAPDC1B	902	16
PPAPDC2	225	4
PPAPDC3	150	2
PPARA	966	98
PPARD	434	78
PPARGC1A	999	128
PPARGC1B	953	52
PPAT	653	24
PPBP	948	52
PPCDC	465	18
PPCS	895	22
PPDPF	169	2
PPEF1	363	24
PPEF2	392	24
PPFIA1	317	12
PPFIA2	264	16
PPFIA3	214	16
PPFIA4	256	8
PPFIBP1	185	4
PPIA	775	92
PPIAL4D	240	12
PPIAL4G	259	14
PPIB	683	42
PPIC	303	10
PPID	949	44
PPIE	311	16
PPIF	843	88
PPIG	675	90
PPIH	563	14
PPIL1	262	10
PPIL2	198	10
PPIL3	266	8
PPIL4	353	16
PPIL6	246	12
PPIP5K1	230	10
PPIP5K2	393	8
PPL	944	58
PPM1A	445	30
PPM1B	520	22
PPM1D	837	40
PPM1E	456	18
PPM1F	294	16
PPM1G	262	16
PPM1H	299	4
PPM1K	246	18
PPM1L	416	32
PPM1M	157	2
PPM1N	573	12
PPME1	314	14
PPOX	507	28
PPP1CA	734	60
PPP1CB	712	66
PPP1CC	972	70
PPP1R11	198	6
PPP1R12A	670	58
PPP1R12B	300	38
PPP1R12C	312	32
PPP1R13B	912	14
PPP1R13L	309	14
PPP1R14A	506	14
PPP1R14B	182	8
PPP1R14C	379	6
PPP1R15A	784	42
PPP1R15B	636	8
PPP1R16A	260	18
PPP1R16B	636	24
PPP1R17	351	12
PPP1R1A	460	14
PPP1R1B	784	60
PPP1R1C	232	4
PPP1R2	635	8
PPP1R26	232	2
PPP1R27	328	20
PPP1R35	495	36
PPP1R3A	918	36
PPP1R3B	316	30
PPP1R3C	500	26
PPP1R3D	387	4
PPP1R3F	241	8
PPP1R42	175	2
PPP1R7	183	4
PPP1R8	242	6
PPP1R9A	372	18
PPP2CA	946	66
PPP2CB	925	38
PPP2R1A	926	36
PPP2R1B	913	24
PPP2R2A	609	26
PPP2R2B	616	42
PPP2R2C	607	28
PPP2R2D	609	22
PPP2R3A	607	18
PPP2R3B	607	10
PPP2R3C	600	10
PPP2R4	936	80
PPP2R5A	940	24
PPP2R5B	925	18
PPP2R5C	933	18
PPP2R5D	956	26
PPP2R5E	930	22
PPP3CA	932	82
PPP3CB	920	50
PPP3CC	917	58
PPP3R1	440	64
PPP3R2	318	22
PPP4C	438	44
PPP4R1	331	26
PPP4R2	252	2
PPP4R4	537	14
PPP5C	929	40
PPP6C	457	36
PPP6R1	299	10
PPP6R3	366	10
PPRC1	956	34
PPT1	680	28
PPT2	407	18
PPTC7	205	16
PPY	916	50
PQBP1	254	10
PQLC2	306	10
PQLC3	247	4
PRAF2	268	4
PRAM1	354	28
PRAME	218	10
PRAMEF12	151	2
PRAMEF19	150	2
PRAMEF2	290	2
PRB1	290	6
PRB2	217	2
PRB3	282	2
PRB4	258	2
PRC1	667	6
PRCC	400	8
PRCD	188	2
PRCP	904	30
PRDM1	793	46
PRDM10	706	118
PRDM11	321	6
PRDM12	198	2
PRDM13	214	2
PRDM14	259	12
PRDM15	300	4
PRDM16	724	56
PRDM2	740	26
PRDM4	189	6
PRDM5	340	16
PRDM6	232	2
PRDM7	539	2
PRDM8	236	6
PRDM9	179	4
PRDX1	838	64
PRDX2	829	62
PRDX3	829	60
PRDX4	699	34
PRDX5	922	32
PRDX6	924	58
PREB	516	22
PRELID1	226	8
PRELP	193	6
PREP	657	34
PREPL	189	4
PREX1	509	20
PREX2	419	8
PRF1	769	64
PRG2	482	16
PRG3	905	10
PRG4	559	28
PRICKLE1	441	26
PRICKLE2	208	14
PRICKLE3	210	8
PRIM1	476	14
PRIMA1	797	20
PRKAA1	611	54
PRKAA2	515	46
PRKAB1	268	30
PRKAB2	528	30
PRKACA	936	38
PRKACB	915	44
PRKACG	912	38
PRKAG1	901	30
PRKAG2	493	42
PRKAG3	505	30
PRKAR1A	906	32
PRKAR1B	905	20
PRKAR2A	903	24
PRKAR2B	906	26
PRKCA	910	82
PRKCB	914	54
PRKCD	953	78
PRKCDBP	571	10
PRKCE	918	90
PRKCG	904	50
PRKCH	908	32
PRKCI	947	34
PRKCQ	946	58
PRKCSH	905	28
PRKCZ	960	74
PRKD1	933	44
PRKD2	297	10
PRKD3	231	8
PRKDC	965	46
PRKG1	722	106
PRKG2	401	22
PRKRA	278	22
PRKRIP1	260	2
PRKRIR	579	8
PRKX	573	14
PRL	912	100
PRLH	579	4
PRLHR	448	14
PRLR	675	44
PRM1	250	4
PRM2	541	24
PRM3	250	2
PRMT1	955	50
PRMT2	495	20
PRMT3	250	22
PRMT5	762	34
PRMT6	563	22
PRMT7	240	12
PRMT8	344	24
PRND	892	16
PROC	920	34
PROCA1	165	2
PROCR	434	32
PRODH2	305	12
PROK1	900	14
PROK2	901	38
PROKR1	243	2
PROKR2	900	12
PROL1	517	12
PROM1	709	74
PROM2	216	10
PROP1	554	26
PROS1	942	48
PROSC	254	6
PROX1	546	52
PROX2	173	2
PROZ	217	18
PRPF19	409	18
PRPF3	229	6
PRPF31	904	18
PRPF38B	256	8
PRPF39	169	2
PRPF4	381	2
PRPF40A	411	28
PRPF40B	311	30
PRPF4B	280	6
PRPF6	321	6
PRPF8	361	8
PRPH2	220	6
PRPS1	503	22
PRPS2	486	22
PRPSAP1	193	10
PRPSAP2	220	10
PRR11	295	2
PRR13	290	8
PRR14	153	2
PRR15	644	4
PRR16	362	22
PRR4	514	16
PRR5	216	4
PRR5L	316	4
PRR7	539	4
PRR9	239	2
PRRC2A	290	16
PRRC2C	331	4
PRRG2	172	4
PRRT1	332	14
PRRT2	355	44
PRRX1	528	22
PRRX2	213	12
PRSS1	514	30
PRSS12	228	18
PRSS16	585	6
PRSS21	500	30
PRSS22	415	8
PRSS23	909	18
PRSS27	349	12
PRSS3	916	38
PRSS33	309	10
PRSS36	292	8
PRSS37	439	8
PRSS38	183	6
PRSS42	162	6
PRSS45	164	4
PRSS46	158	4
PRSS48	158	4
PRSS50	597	20
PRSS53	237	6
PRSS54	209	6
PRSS55	216	8
PRSS56	183	4
PRSS57	631	14
PRSS58	311	14
PRSS8	709	18
PRTFDC1	540	14
PRTG	266	6
PRTN3	996	58
PRUNE	640	16
PRUNE2	343	20
PRX	178	10
PSAP	919	54
PSAPL1	186	6
PSAT1	586	22
PSCA	497	20
PSD	450	16
PSD2	406	22
PSD3	308	10
PSD4	401	14
PSENEN	999	76
PSG1	192	4
PSG11	211	4
PSG2	213	4
PSG3	192	4
PSG4	192	2
PSG5	185	2
PSG6	192	2
PSG9	386	4
PSIP1	444	24
PSKH1	303	10
PSKH2	276	14
PSMA1	930	30
PSMA2	908	18
PSMA3	915	30
PSMA4	905	26
PSMA5	939	30
PSMA6	931	30
PSMA7	922	52
PSMA8	915	20
PSMB1	910	34
PSMB10	934	30
PSMB11	907	18
PSMB2	910	24
PSMB3	905	26
PSMB4	904	20
PSMB5	906	34
PSMB6	905	24
PSMB7	908	22
PSMB8	943	44
PSMB9	944	50
PSMC1	910	32
PSMC2	905	34
PSMC3	986	24
PSMC3IP	326	6
PSMC4	909	26
PSMC5	910	34
PSMC6	940	56
PSMD1	911	38
PSMD10	924	36
PSMD11	909	28
PSMD12	906	18
PSMD13	911	12
PSMD14	917	26
PSMD2	943	40
PSMD3	916	22
PSMD4	986	42
PSMD5	926	30
PSMD6	902	24
PSMD7	921	20
PSMD8	905	22
PSMD9	942	22
PSME1	911	12
PSME2	910	14
PSME3	904	28
PSME4	905	24
PSMF1	901	18
PSMG1	389	14
PSMG2	190	4
PSMG4	177	2
PSORS1C2	274	4
PSPC1	282	16
PSPH	532	24
PSPN	902	8
PSRC1	641	30
PSTPIP1	655	36
PSTPIP2	382	16
PTAFR	933	44
PTBP1	942	60
PTBP2	902	22
PTBP3	482	8
PTCD1	252	4
PTCD2	187	6
PTCD3	574	4
PTCH1	525	60
PTCH2	370	18
PTCHD1	564	8
PTCHD2	331	8
PTCHD3	356	16
PTCHD4	376	4
PTDSS1	902	10
PTDSS2	901	8
PTEN	953	158
PTER	512	118
PTF1A	575	38
PTGDR	903	60
PTGDR2	906	24
PTGDS	735	90
PTGER1	918	32
PTGER2	932	46
PTGER3	918	52
PTGER4	932	62
PTGES	821	54
PTGES2	902	26
PTGES3	943	24
PTGFR	900	26
PTGFRN	396	2
PTGIR	908	36
PTGIS	709	48
PTGR1	424	10
PTGR2	351	10
PTGS1	940	80
PTGS2	974	158
PTH	940	94
PTH1R	948	28
PTH2	945	2
PTH2R	955	4
PTHLH	921	46
PTK2	963	92
PTK6	426	28
PTK7	322	54
PTMA	662	10
PTN	685	58
PTOV1	515	20
PTP4A1	255	6
PTP4A2	299	4
PTP4A3	508	16
PTPDC1	321	10
PTPLA	340	22
PTPLAD1	419	6
PTPLAD2	285	2
PTPLB	268	6
PTPMT1	248	6
PTPN1	999	94
PTPN11	988	86
PTPN12	852	26
PTPN13	967	36
PTPN14	236	16
PTPN18	333	22
PTPN2	978	54
PTPN21	326	18
PTPN22	980	76
PTPN23	331	22
PTPN3	425	16
PTPN4	223	10
PTPN5	584	40
PTPN6	955	80
PTPN7	370	22
PTPN9	219	16
PTPRA	918	18
PTPRB	902	24
PTPRC	946	144
PTPRCAP	183	6
PTPRD	453	46
PTPRE	901	30
PTPRF	915	36
PTPRG	839	18
PTPRH	206	10
PTPRJ	930	46
PTPRK	514	20
PTPRM	269	24
PTPRN	420	44
PTPRN2	335	34
PTPRO	537	24
PTPRQ	261	18
PTPRR	383	18
PTPRS	593	32
PTPRT	279	26
PTPRU	428	20
PTPRZ1	406	42
PTRF	600	36
PTRH2	903	8
PTS	361	52
PTTG1	595	36
PTTG1IP	237	8
PTTG2	209	2
PTX3	921	54
PUF60	256	10
PUM1	924	26
PUM2	365	22
PURA	534	10
PURB	301	6
PUS1	216	10
PUS10	359	6
PUS3	269	6
PUS7	295	6
PUS7L	466	10
PUSL1	189	4
PVALB	850	100
PVR	383	38
PVRIG	249	4
PVRL1	538	42
PVRL3	376	18
PVRL4	244	18
PWP1	211	4
PWP2	227	4
PXDN	568	22
PXDNL	415	16
PXK	491	20
PXMP2	265	10
PXMP4	237	4
PXN	999	72
PXT1	292	2
PYCARD	972	58
PYCR1	593	52
PYCR2	398	12
PYCRL	358	16
PYDC1	447	24
PYDC2	167	2
PYGB	907	36
PYGL	647	34
PYGM	546	34
PYGO1	809	4
PYHIN1	294	12
PYROXD1	262	14
PYROXD2	223	14
PYURF	406	4
PYY	913	42
PZP	620	26
QARS	524	14
QDPR	327	38
QKI	406	16
QPCT	918	92
QPCTL	330	6
QPRT	239	12
QRFP	902	8
QRFPR	900	6
QRICH1	379	6
QRSL1	296	20
QSOX1	925	42
QSOX2	185	8
QTRT1	555	14
QTRTD1	235	4
